sample id,source,batch number,batch date,composition,post processing id,rep,total reps,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,50.0,0.05915627349814559,7.679293579034894,8.021998582913175,0.005044759986277281,0.0,0.5946371719125886,0.5946371719125932
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,100.0,0.037580811454474,9.8279528205981,6.923589263642903,0.0053460552885499935,0.0017547549259119728,3.8607941793111156,3.860794179311121
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,150.0,3.5137515120000002,54.46915956666667,27.724296006666666,0.05956858633333333,0.005338728333333334,82.26627154333333,17.733728456666668
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,300.0,3.755270139666667,75.58964057333333,3.305500982,0.03969200466666666,0.0032781666666666666,78.94294479333333,21.057055206666664
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,200.0,3.645970576,74.55062880666667,11.105108054666667,0.059904959333333334,0.006111439000000001,85.73023858666666,14.269761413333333
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,200.0,0.054100411709582005,2.6272808124642886,2.439512878476626,0.012868533287061163,0.0025896077674651815,1.3433565815225315,1.3433565815225303
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,300.0,0.05100048068836042,9.914482977220988,0.48360472306873065,0.013210706344714893,0.0014622959850975224,9.4602599006439,9.460259900643901
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,avg,3.0,CO2R,100.0,3.336037296666667,51.046056623333335,30.08595285,0.041465607333333335,0.0019668996666666666,81.18038488666666,18.819615113333334
uoft4_240405_Ag-0.2-Pd-0.8_pp0,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,std,3.0,CO2R,150.0,0.06496949397569379,8.415790662041498,4.391727177262258,0.012766212942091572,0.0021945687668442596,5.4448214253796845,5.444821425379688
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,200.0,3.592463452,76.95452928,8.310412574,0.073482194,0.009061789,85.35836024,14.64163976
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,50.0,2.930518143,62.52484881,18.49214145,0.033025705,0.0,81.05495888,18.94504112
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,150.0,3.43988947,63.12582393,22.70137525,0.07412436,0.0078676,85.91973601,14.08026399
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,HER,50.0,2.415612083,,,,,,
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,300.0,3.706724382,81.49992676,2.900294695,0.054675889,0.00491725,84.46673467,15.53326533
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,100.0,3.295146169,60.02699366,22.57367387,0.047336844,0.003371828,82.65730769,17.34269231
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,HER,50.0,2.499626479,,,,,,
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,300.0,3.808413957,81.12557283,3.175343811,0.03467699,0.002809857,84.34268734,15.65731266
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,200.0,3.700645372,74.95134864,12.19670923,0.058345412,0.005057743,87.22035826,12.77964174
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,150.0,3.539310013,53.96471991,30.83988212,0.054308937,0.004214785,84.87070489,15.12929511
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,50.0,3.016826392,52.4681412,28.21709234,0.036328276,0.0,80.72650473,19.27349527
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,100.0,3.369062771,52.56356065,31.47347741,0.040181274,0.002528871,84.08469111,15.91530889
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,150.0,3.562055053,46.31693486,29.63163065,0.050272462,0.0039338,76.00837373,23.99162627
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,100.0,3.34390295,40.54761556,36.21070727,0.036878704,0.0,76.79915586,23.20084414
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,300.0,3.75067208,64.14342213,3.84086444,0.029723135,0.002107393,68.01941237,31.98058763
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,HER,50.0,2.447770595,,,,,,
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,200.0,3.644802904,71.7460085,12.80820236,0.047887272,0.004214785,84.61199726,15.38800274
uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,50.0,3.043754781,47.44355396,34.40569745,0.026420564,0.0,81.88061488,18.11938512
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,100.0,3.2549515613333333,76.35606520333333,19.66846758666667,0.013944186666666665,0.0021073926666666668,96.04239677999999,3.9576032353333335
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,HER,50.0,0.038389098962441644,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,HER,50.0,2.569379344333333,,,,,,
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,50.0,2.8889747033333335,79.2487811,6.016699410666667,0.009173807,0.0,85.27465432,14.725345681333332
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,50.0,0.04818534156352621,7.713943935199214,1.4456858462103592,0.0025423197638068658,0.0,6.428490504191377,6.428490501987685
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,200.0,0.08644741088627861,23.80697393570758,24.12792830046826,0.26814993750784105,0.4458682774710102,5.688810936838171,5.688810936143843
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,300.0,3.8288075243333335,71.08121116,17.75130975633333,0.4427279233333334,0.27855048833333335,89.55995049333335,10.440049494
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,100.0,0.06802148373810273,5.42109317480855,9.754112525975577,0.007391606990469281,0.00365011117016473,11.108446519728098,11.108446492215197
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,200.0,3.62917262,50.850091023333334,41.472249510000005,0.18365961499999997,0.30873303566666666,92.81868751333333,7.181312486333333
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,avg,3.0,CO2R,150.0,3.455885842666667,60.73392063666666,37.68172888,0.03327034,0.08485768066666667,98.53663343666666,1.4633665580000006
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,150.0,0.062417939361102466,12.462463003293765,19.522252864846195,0.025163224563376392,0.13675865763024614,13.851239413938941,13.85123942623031
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,std,3.0,CO2R,300.0,0.03620929358575224,17.05815382294835,8.030711084845711,0.5756606180760586,0.24376223190207788,12.877346621521818,12.877346642153684
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,200.0,3.563209143,34.13097156,53.44302554,0.042382988,0.016016185,87.63733919,12.36266081
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,HER,50.0,2.525178471,,,,,,
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,300.0,3.838555292,51.92408295,26.01669941,0.169165,0.069965439,78.18930433,21.81069567
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,50.0,2.835725219,78.13722823,5.510805501,0.007705998,0.0,83.65573973,16.34426027
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,100.0,3.177027076,70.25884618,17.24705305,0.019264995,0.0,87.52862425,12.47137575
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,150.0,3.402441076,50.50618343,38.11394892,0.031924848,0.005338728,88.66167978,11.33832022
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,100.0,3.302443352,80.63194459,11.35314342,0.005504284,0.0,91.99059229,8.009407708
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,200.0,3.597271621,78.10740965,13.69965619,0.01568721,0.088299756,91.91253568,8.087464318
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,300.0,3.788722155,76.69317207,9.977897839,0.054859366,0.219168844,86.94724005,13.05275995
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,150.0,3.440730525,74.61466028,17.94695481,0.008806855,0.006462671,92.57820273,7.421797274
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,50.0,2.901628173,87.45820168,4.89194499,0.007705998,0.0,92.35785267,7.642147334
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,HER,50.0,2.588575471,,,,,,
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,300.0,3.859145126,84.62637846,17.25933202,1.104159404,0.546517182,103.5433071,-3.543307138
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,200.0,3.727037096,40.31189186,57.2740668,0.492908647,0.821883166,98.90618767,1.093812331
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,HER,50.0,2.594384091,,,,,,
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,50.0,2.929570718,72.15091339,7.647347741,0.012109425,0.0,79.81037056,20.18962944
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,150.0,3.524485927,57.0809182,56.98428291,0.059079317,0.242771643,114.3700178,-14.37001782
uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,100.0,3.285384256,78.17740484,30.40520629,0.017063281,0.006322178,108.6079738,-8.607973752
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,300.0,3.774641916,80.27586543666666,16.18369351566667,0.023117993666666666,0.000796126,96.48627406666667,3.5137259456666663
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,100.0,3.2097889933333335,44.456464876666665,52.57858546,0.011742472999999998,0.0,97.04909949333334,2.950900495333333
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,50.0,0.06407653907681678,1.6808438411438484,15.317081726446562,0.0033631731423366135,0.0,16.091059305697943,16.091059311445733
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,100.0,0.07684162658299794,1.493711856600393,10.23642775711718,0.0024820193188442355,0.0,11.695735684523186,11.69573570081056
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,150.0,0.10314221287746496,8.79145420580969,7.849639373102469,0.005932080026232956,0.0008111355589920426,16.395374178023538,16.3953741661627
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,50.0,2.905431806333333,47.47787147666667,46.527504910000005,0.008439902333333334,0.0,94.01480486999999,5.985195126666667
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,150.0,3.4174885523333334,42.16395684,53.736083826666665,0.017491391999999998,0.0004683093333333333,95.92085627333334,4.079143732000001
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,200.0,0.1277806094761909,18.96123526073117,7.6656567527997606,0.006106613911542659,0.0003650106551362576,12.455508189441439,12.455508170169765
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,HER,50.0,0.04884910932465615,0.0,0.0,0.0,0.0,0.0,0.0
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,HER,50.0,2.5209201793333333,,,,,,
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,std,3.0,CO2R,300.0,0.03641968141859579,14.081319718319792,13.944266713831967,0.006213857893103153,0.0013789306812265801,8.557757251349665,8.557757237319327
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,avg,3.0,CO2R,200.0,3.5905767206666668,51.405135073333334,45.01596267333334,0.023026255666666665,0.0016859140000000002,96.44885805333332,3.551141957
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,200.0,3.736697116,73.1945636,36.67116896,0.028622278,0.001896653,109.900453,-9.900452965
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,HER,50.0,2.567517711,,,,,,
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,150.0,3.536114754,51.499299,62.7848723,0.02091628,0.0,114.3087124,-14.30871238
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,300.0,3.816671455,96.52974534,3.342337917,0.015962424,0.0,99.89035237,0.109647628
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,100.0,3.29834799,46.09889305,64.36149312,0.011558997,0.0,110.4744166,-10.47441663
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,50.0,2.979417545,48.2897738,64.21414538,0.005504284,0.0,112.5123892,-12.51238921
uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,200.0,3.499782186,42.36623491,51.74484283,0.016512853,0.001264436,94.13107933,5.868920666
