,sample id,source,batch number,batch date,composition,post processing id,rep,total reps,reaction,current density,voltage,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,xrf comp
11,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep2,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,2,,CO2R,100.0,3.187366542,30.46893637,54.1502947,0.011008568,0.0,84.63221679,15.36778321,Ag-0.129-Cu-0.083-Pd-0.788
12,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,HER,50.0,2.559965736,,,,,,,Ag-0.129-Cu-0.083-Pd-0.788
13,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,100.0,3.235657037,28.04201804,60.0589391,0.01376071,0.0,88.11669501,11.88330499,Ag-0.129-Cu-0.083-Pd-0.788
14,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,300.0,3.777914738,60.21615853,22.82907662,0.026053612,0.015594706,83.08886063,16.91113937,Ag-0.129-Cu-0.083-Pd-0.788
15,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,200.0,3.600408472,24.95155789,69.75810413,0.014311139,0.005268482,94.73097165,5.269028345,Ag-0.129-Cu-0.083-Pd-0.788
16,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,150.0,3.43587312,26.8400678,66.6453831,0.012476377,0.0,93.49957492,6.500425084,Ag-0.129-Cu-0.083-Pd-0.788
17,uoft4_240405_Ag-0.125-Cu-0.125-Pd-0.75_pp0_rep3,uoft,4,240405,Ag-0.125-Cu-0.125-Pd-0.75,pp0,3,,CO2R,50.0,2.933407369,35.80740338,46.9891945,0.02091628,0.0,82.8204799,17.1795201,Ag-0.129-Cu-0.083-Pd-0.788
18,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,200.0,3.592463452,76.95452928,8.310412574,0.073482194,0.009061789,85.35836024,14.64163976,Ag-0.205-Pd-0.795
19,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,50.0,2.930518143,62.52484881,18.49214145,0.033025705,0.0,81.05495888,18.94504112,Ag-0.205-Pd-0.795
20,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,150.0,3.43988947,63.12582393,22.70137525,0.07412436,0.0078676,85.91973601,14.08026399,Ag-0.205-Pd-0.795
21,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,HER,50.0,2.415612083,,,,,,,Ag-0.205-Pd-0.795
22,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,300.0,3.706724382,81.49992676,2.900294695,0.054675889,0.00491725,84.46673467,15.53326533,Ag-0.205-Pd-0.795
23,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep1,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,1,,CO2R,100.0,3.295146169,60.02699366,22.57367387,0.047336844,0.003371828,82.65730769,17.34269231,Ag-0.205-Pd-0.795
24,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,HER,50.0,2.499626479,,,,,,,Ag-0.205-Pd-0.795
25,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,300.0,3.808413957,81.12557283,3.175343811,0.03467699,0.002809857,84.34268734,15.65731266,Ag-0.205-Pd-0.795
26,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,200.0,3.700645372,74.95134864,12.19670923,0.058345412,0.005057743,87.22035826,12.77964174,Ag-0.205-Pd-0.795
27,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,150.0,3.539310013,53.96471991,30.83988212,0.054308937,0.004214785,84.87070489,15.12929511,Ag-0.205-Pd-0.795
28,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,50.0,3.016826392,52.4681412,28.21709234,0.036328276,0.0,80.72650473,19.27349527,Ag-0.205-Pd-0.795
29,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep2,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,2,,CO2R,100.0,3.369062771,52.56356065,31.47347741,0.040181274,0.002528871,84.08469111,15.91530889,Ag-0.205-Pd-0.795
30,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,150.0,3.562055053,46.31693486,29.63163065,0.050272462,0.0039338,76.00837373,23.99162627,Ag-0.205-Pd-0.795
31,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,100.0,3.34390295,40.54761556,36.21070727,0.036878704,0.0,76.79915586,23.20084414,Ag-0.205-Pd-0.795
32,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,300.0,3.75067208,64.14342213,3.84086444,0.029723135,0.002107393,68.01941237,31.98058763,Ag-0.205-Pd-0.795
33,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,HER,50.0,2.447770595,,,,,,,Ag-0.205-Pd-0.795
34,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,200.0,3.644802904,71.7460085,12.80820236,0.047887272,0.004214785,84.61199726,15.38800274,Ag-0.205-Pd-0.795
35,uoft4_240405_Ag-0.2-Pd-0.8_pp0_rep3,uoft,4,240405,Ag-0.2-Pd-0.8,pp0,3,,CO2R,50.0,3.043754781,47.44355396,34.40569745,0.026420564,0.0,81.88061488,18.11938512,Ag-0.205-Pd-0.795
36,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,200.0,3.563209143,34.13097156,53.44302554,0.042382988,0.016016185,87.63733919,12.36266081,Ag-0.335-Cu-0.308-Pd-0.357
37,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,HER,50.0,2.525178471,,,,,,,Ag-0.335-Cu-0.308-Pd-0.357
38,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,300.0,3.838555292,51.92408295,26.01669941,0.169165,0.069965439,78.18930433,21.81069567,Ag-0.335-Cu-0.308-Pd-0.357
39,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,50.0,2.835725219,78.13722823,5.510805501,0.007705998,0.0,83.65573973,16.34426027,Ag-0.335-Cu-0.308-Pd-0.357
40,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,100.0,3.177027076,70.25884618,17.24705305,0.019264995,0.0,87.52862425,12.47137575,Ag-0.335-Cu-0.308-Pd-0.357
41,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,,CO2R,150.0,3.402441076,50.50618343,38.11394892,0.031924848,0.005338728,88.66167978,11.33832022,Ag-0.335-Cu-0.308-Pd-0.357
42,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,100.0,3.302443352,80.63194459,11.35314342,0.005504284,0.0,91.99059229,8.009407708,Ag-0.335-Cu-0.308-Pd-0.357
43,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,200.0,3.597271621,78.10740965,13.69965619,0.01568721,0.088299756,91.91253568,8.087464318,Ag-0.335-Cu-0.308-Pd-0.357
44,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,300.0,3.788722155,76.69317207,9.977897839,0.054859366,0.219168844,86.94724005,13.05275995,Ag-0.335-Cu-0.308-Pd-0.357
45,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,150.0,3.440730525,74.61466028,17.94695481,0.008806855,0.006462671,92.57820273,7.421797274,Ag-0.335-Cu-0.308-Pd-0.357
46,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,CO2R,50.0,2.901628173,87.45820168,4.89194499,0.007705998,0.0,92.35785267,7.642147334,Ag-0.335-Cu-0.308-Pd-0.357
47,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep2,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,2,,HER,50.0,2.588575471,,,,,,,Ag-0.335-Cu-0.308-Pd-0.357
48,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,300.0,3.859145126,84.62637846,17.25933202,1.104159404,0.546517182,103.5433071,-3.543307138,Ag-0.335-Cu-0.308-Pd-0.357
49,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,200.0,3.727037096,40.31189186,57.2740668,0.492908647,0.821883166,98.90618767,1.093812331,Ag-0.335-Cu-0.308-Pd-0.357
50,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,HER,50.0,2.594384091,,,,,,,Ag-0.335-Cu-0.308-Pd-0.357
51,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,50.0,2.929570718,72.15091339,7.647347741,0.012109425,0.0,79.81037056,20.18962944,Ag-0.335-Cu-0.308-Pd-0.357
52,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,150.0,3.524485927,57.0809182,56.98428291,0.059079317,0.242771643,114.3700178,-14.37001782,Ag-0.335-Cu-0.308-Pd-0.357
53,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep3,uoft,4,240405,Ag-0.222-Cu-0.333-Pd-0.444,pp0,3,,CO2R,100.0,3.285384256,78.17740484,30.40520629,0.017063281,0.006322178,108.6079738,-8.607973752,Ag-0.335-Cu-0.308-Pd-0.357
54,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,200.0,3.736697116,73.1945636,36.67116896,0.028622278,0.001896653,109.900453,-9.900452965,Ag-0.243-Au-0.387-Pd-0.37
55,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,HER,50.0,2.567517711,,,,,,,Ag-0.243-Au-0.387-Pd-0.37
56,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,150.0,3.536114754,51.499299,62.7848723,0.02091628,0.0,114.3087124,-14.30871238,Ag-0.243-Au-0.387-Pd-0.37
57,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,300.0,3.816671455,96.52974534,3.342337917,0.015962424,0.0,99.89035237,0.109647628,Ag-0.243-Au-0.387-Pd-0.37
58,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,100.0,3.29834799,46.09889305,64.36149312,0.011558997,0.0,110.4744166,-10.47441663,Ag-0.243-Au-0.387-Pd-0.37
59,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,,CO2R,50.0,2.979417545,48.2897738,64.21414538,0.005504284,0.0,112.5123892,-12.51238921,Ag-0.243-Au-0.387-Pd-0.37
60,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,200.0,3.499782186,42.36623491,51.74484283,0.016512853,0.001264436,94.13107933,5.868920666,Ag-0.243-Au-0.387-Pd-0.37
61,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,150.0,3.349000252,40.95000942,49.66601179,0.010641616,0.0,90.62863998,9.371360016,Ag-0.243-Au-0.387-Pd-0.37
62,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,50.0,2.867817877,48.59863148,37.67681729,0.007705998,0.0,86.28315477,13.71684523,Ag-0.243-Au-0.387-Pd-0.37
63,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,100.0,3.160754113,43.17918349,45.87671906,0.009357283,0.0,89.067237,10.932763,Ag-0.243-Au-0.387-Pd-0.37
64,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,CO2R,300.0,3.754864718,71.77195589,31.01669941,0.026237088,0.0,102.8181877,-2.818187661,Ag-0.243-Au-0.387-Pd-0.37
65,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep2,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,2,,HER,50.0,2.470094372,,,,,,,Ag-0.243-Au-0.387-Pd-0.37
66,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,CO2R,300.0,3.752389575,72.52589508,14.19204322,0.027154469,0.002388378,86.75028213,13.24971787,Ag-0.243-Au-0.387-Pd-0.37
67,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,CO2R,50.0,2.869059997,45.54520915,37.69155206,0.012109425,0.0,83.24887064,16.75112936,Ag-0.243-Au-0.387-Pd-0.37
68,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,CO2R,150.0,3.367350651,34.0425621,48.75736739,0.02091628,0.001404928,82.82521644,17.17478356,Ag-0.243-Au-0.387-Pd-0.37
69,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,CO2R,100.0,3.170264877,44.09131809,47.4975442,0.014311139,0.0,91.60564488,8.394355116,Ag-0.243-Au-0.387-Pd-0.37
70,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,HER,50.0,2.525148455,,,,,,,Ag-0.243-Au-0.387-Pd-0.37
71,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep3,uoft,4,240405,Ag-0.25-Au-0.25-Pd-0.5,pp0,3,,CO2R,200.0,3.53525086,38.65460671,46.63187623,0.023943636,0.001896653,85.31504183,14.68495817,Ag-0.243-Au-0.387-Pd-0.37
72,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,CO2R,200.0,3.6956601,24.0146268,69.65127701,0.012935068,0.002318132,93.68313417,6.316865826,Ag-0.384-Pd-0.616
73,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,HER,50.0,2.540987934,,,,,,,Ag-0.384-Pd-0.616
74,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,CO2R,150.0,3.53390492,22.76967503,70.76620825,0.009173807,0.0,93.54670472,6.453295275,Ag-0.384-Pd-0.616
75,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,CO2R,50.0,3.041952797,36.93360397,51.68958743,0.006605141,0.0,88.62979653,11.37020347,Ag-0.384-Pd-0.616
76,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,CO2R,300.0,3.843581302,61.37395635,25.5672888,0.018898042,0.004636264,86.96675662,13.03324338,Ag-0.384-Pd-0.616
77,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,1,,CO2R,100.0,3.347953867,25.87624767,66.58644401,0.006054713,0.0,92.46874639,7.531253607,Ag-0.384-Pd-0.616
78,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,CO2R,300.0,3.927879894,49.736341,41.37278978,0.067702695,0.013487313,91.19493417,8.805065826,Ag-0.384-Pd-0.616
79,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,CO2R,50.0,2.972291957,40.74535981,52.58840864,0.008806855,0.0,93.34257531,6.65742469,Ag-0.384-Pd-0.616
80,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,CO2R,150.0,3.479594588,27.38663709,70.33398821,0.016879805,0.001685914,97.74182724,2.258172758,Ag-0.384-Pd-0.616
81,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,CO2R,100.0,3.318775621,31.77969826,66.05599214,0.012659854,0.0,97.85082171,2.149178293,Ag-0.384-Pd-0.616
82,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,HER,50.0,2.472031397,,,,,,,Ag-0.384-Pd-0.616
83,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep2,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,2,,CO2R,200.0,3.655064355,28.51440708,69.37868369,0.023668422,0.003371828,97.92334392,2.076656084,Ag-0.384-Pd-0.616
84,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,CO2R,150.0,3.391047718,24.15032748,65.97249509,0.013210282,0.0,90.13801002,9.861989985,Ag-0.384-Pd-0.616
85,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,HER,50.0,2.432650579,,,,,,,Ag-0.384-Pd-0.616
86,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,CO2R,300.0,3.829595233,30.64073322,51.06335953,0.035410895,0.005619714,81.74808911,18.25191089,Ag-0.384-Pd-0.616
87,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,CO2R,50.0,2.908232797,40.63738517,46.75343811,0.007705998,0.0,87.39852928,12.60147072,Ag-0.384-Pd-0.616
88,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,CO2R,200.0,3.560642286,20.57199356,67.08742633,0.017613709,0.001475175,87.68098022,12.31901978,Ag-0.384-Pd-0.616
89,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep3,uoft,4,240405,Ag-0.333-Pd-0.667,pp0,3,,CO2R,100.0,3.191813243,31.16261064,61.20825147,0.009907712,0.0,92.38274699,7.617253009,Ag-0.384-Pd-0.616
90,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,HER,50.0,2.25026976,,,,,,,Ag-0.407-Pd-0.593
91,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,CO2R,150.0,3.436969777,20.75498546,70.52062868,0.011742473,0.0,91.2896633,8.710336695,Ag-0.407-Pd-0.593
92,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,CO2R,300.0,3.77119792,58.11295486,28.62229862,0.017797185,0.003652814,86.75966923,13.24033077,Ag-0.407-Pd-0.593
93,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,CO2R,200.0,3.52552689,30.7382452,61.27824165,0.016512853,0.002528871,92.03800003,7.961999968,Ag-0.407-Pd-0.593
94,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,CO2R,100.0,3.219743704,24.68287681,65.46660118,0.006054713,0.0,90.15750987,9.842490132,Ag-0.407-Pd-0.593
95,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,1,,CO2R,50.0,2.851812761,47.19119463,36.40962672,0.004403427,0.0,83.60522477,16.39477523,Ag-0.407-Pd-0.593
96,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep2,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,2,,CO2R,50.0,2.76600787,63.04588922,23.59037328,0.006605141,0.0,86.64286764,13.35713236,Ag-0.407-Pd-0.593
97,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep2,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,2,,CO2R,300.0,3.795027621,55.21124108,34.70039293,0.023117994,0.006743657,89.94429664,10.05570336,Ag-0.407-Pd-0.593
98,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep2,uoft,4,240405,Ag-0.4-Pd-0.6,pp0,2,,CO2R,200.0,3.533411674,22.09336877,74.8268664,0.010182926,0.001264436,96.93341255,3.066587449,Ag-0.407-Pd-0.593
