,sample id,source,batch number,batch date,composition,voltage,post processing id,rep,reaction,xrf comp,bulk_id,computational_comp_nearest_xrf,sid,Unnamed: 0,total reps,current density,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,rwp,q_score,matched,voltage_she,C_mean_energy,C_wulff_energy,C_boltz_energy,CO_mean_energy,CO_wulff_energy,CO_boltz_energy,CHO_mean_energy,CHO_wulff_energy,CHO_boltz_energy,COCOH_mean_energy,COCOH_wulff_energy,COCOH_boltz_energy,H_mean_energy,H_wulff_energy,H_boltz_energy,OH_mean_energy,OH_wulff_energy,OH_boltz_energy,elements,loco_cv,loo_cv
10,vsp13_240823_Ag-0.067-Au-0.533-Zn-0.4_pp0_rep1,vsp,13.0,240823.0,Ag-0.067-Au-0.533-Zn-0.4,2.984408987603306,pp0,1,HER,Ag-0.258-Au-0.313-Zn-0.429,,Ag-0.222-Au-0.333-Zn-0.444,vsp13_240823_Ag-0.067-Au-0.533-Zn-0.4_pp0,1768.25,,50.0,,,,,,,,,False,-1.521558274043763,1.1972420477173922,1.5237084099999976,0.27804684793014917,-0.26991975445652355,-0.1556293900000014,-0.9943195759979936,-0.16594000532609118,-0.0028490100000055,-0.6252120599698067,-0.196823585760864,-0.1121369399999991,-0.7668409355138942,0.11451406695652441,0.1744368900000026,-0.5310762801840203,-0.22633285304347678,-0.0204561500000011,-0.7601432948829104,AgAuZn,0,10
11,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep2,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,3.0424049834710747,pp0,2,HER,Ag-0.231-Au-0.259-Zn-0.51,,Ag-0.25-Au-0.25-Zn-0.5,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0,1711.5,,50.0,,,,,,,,,False,-1.5662308654844344,1.171017783403141,1.23854982469956,-0.36572096850548996,-0.2142058695287981,0.010725605276766503,-1.3524288199960823,-0.10261569549738452,0.09280071997877147,-0.9414970447855182,-0.12788654816753559,0.1697164628775593,-1.2747495577985437,0.14943631539267302,0.3053390955976616,-0.5596257458971412,-0.17129042534031702,-0.036183592699508736,-1.0069009421722879,AgAuZn,0,11
12,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,5.5,240560.5,Ag-0.25-Au-0.25-Pd-0.5,2.5932641833333334,pp0,1,HER,Ag-0.243-Au-0.387-Pd-0.37,mp-1229031,Ag-0.25-Au-0.375-Pd-0.375,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0,549.3333333333334,,50.0,,,,,,,32.0,100.0,True,-1.2202710597482547,-1.441553013049641,-1.3011442700000089,-1.6168566633254426,-1.7893735343971682,-1.673854829999982,-1.8825159312901711,-1.0984305495744677,-1.055497769999988,-2.2711688306893727,-1.3705214020567382,-0.96270844,-2.904106820000038,-0.4581712429077994,-0.4381656699999894,-0.49406174164879724,0.3436518581560297,0.4458009499999775,0.1488127312138277,AgAuPd,5,12
13,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8.0,241025.0,Ag-0.25-Cd-0.5-Pd-0.25,2.767249900826446,pp0,1,HER,Ag-0.239-Cd-0.511-Pd-0.251,,Ag-0.25-Cd-0.5-Pd-0.25,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0,1143.0,,50.0,,,,,,,,,False,-1.3542870854718756,1.3922361789610396,1.384958689486167,0.1703228091841594,-0.8100999576623361,-0.7422957100069774,-1.2475837303968407,-0.16033645545454872,-0.13985247248099064,-0.48176167720016566,-0.0026307377922032624,0.26986587433307085,-0.363085828324513,0.090783486623378,0.10536110606875243,-0.21458110733721875,0.18322418636363788,0.314490181017343,0.023139577837552435,AgCdPd,6,13
14,uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep1,uoft,8.0,241025.0,Ag-0.333-Cd-0.667,2.8733248636363635,pp0,1,HER,Ag-0.235-Cd-0.765,,Ag-0.25-Cd-0.75,uoft8_241025_Ag-0.333-Cd-0.667_pp0,1157.0,,50.0,,,,,,,,,False,-1.4359934757974422,1.777324427665706,1.901597352877944,1.0821622127623516,-0.09917486438040436,0.06200491858659957,-1.0715948513624334,0.25909719020172567,0.45697091503169907,-0.5622659133107911,0.1282750300864596,0.4514785429147833,-0.8646882662061861,0.3342515963112409,0.48208542540822713,-0.4058229533366715,0.06763609864553273,0.20653455253413208,-0.835825753085988,AgCd,7,14
15,vsp23_241025_Ag-0.2-Ga-0.8_pp0_rep1,vsp,23.0,241025.0,Ag-0.2-Ga-0.8,3.0249224958677687,pp0,1,HER,Ag-0.236-Ga-0.764,mp-1184226,Ag-0.25-Ga-0.75,vsp23_241025_Ag-0.2-Ga-0.8_pp0,2075.0,,50.0,,,,,,,33.8,74.08,True,-1.5527646250244942,0.7120090122500009,0.20455989311123451,0.20455989311123451,-0.104400520000004,0.1758878527443866,0.1758878527443866,0.03058760324999879,0.19944770569485618,0.19944770569485618,0.10614155225000377,0.15123627770433873,0.15123627770433873,0.31829680425000256,0.15160651074928636,0.15160651074928636,-0.10556885550000208,0.18522160410457206,0.18522160410457206,AgGa,4,15
16,vsp11_240802_Ag-0.111-Zn-0.889_pp0_rep1,vsp,11.0,240802.0,Ag-0.111-Zn-0.889,3.1435971818181816,pp0,1,HER,Ag-0.24-Zn-0.76,,Ag-0.25-Zn-0.75,vsp11_240802_Ag-0.111-Zn-0.889_pp0,1591.0,,50.0,,,,,,,,,False,-1.6441762075051232,0.786086526478261,0.8709232767152941,-0.8872886792690259,-0.18238399126087138,0.06283645441694241,-1.0671985806142719,-0.10561262628261224,0.23437450883538152,-1.486333883346959,-0.18238947813043027,0.21783173485222046,-0.9747327307645336,0.121284861717394,0.3138841362071123,-1.2584223812861017,-0.26999699200000116,-0.10598662143403716,-1.3607001257599494,AgZn,8,16
17,vsp13_240823_Ag-0.25-Au-0.625-Zn-0.125_pp0_rep1,vsp,13.0,240823.0,Ag-0.25-Au-0.625-Zn-0.125,2.9987271404958675,pp0,1,HER,Ag-0.254-Au-0.43-Zn-0.315,,Ag-0.286-Au-0.429-Zn-0.286,vsp13_240823_Ag-0.25-Au-0.625-Zn-0.125_pp0,1756.0,,50.0,,,,,,,,,False,-1.5325871215492501,1.352632324576271,1.3249045616605724,0.8092557155421667,-0.31858234101694666,-0.007663563860249268,-0.48714608337339477,-0.1570996215254251,0.07473955163814724,-0.3893269420277352,-0.10124189322033293,0.18695601123365782,-0.32645492588674124,0.13120106203390294,0.23859656023337406,-0.10094859101558791,-0.07159756966101835,-0.014069028150207653,-0.44899791599616345,AgAuZn,0,17
18,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep3,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,3.052635099173554,pp0,3,HER,Ag-0.352-Au-0.199-Zn-0.45,,Ag-0.333-Au-0.222-Zn-0.444,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0,1708.0,,50.0,,,,,,,,,False,-1.574110819476597,1.2070306847727261,1.1774732182650327,0.28655836972145127,-0.25865046284091164,-0.1365082466636591,-0.6212662263521277,-0.137624243295456,-0.12795140572165756,-0.6373691915399212,-0.1740810464772701,-0.13169806526089733,-0.5537629314078515,0.14087664386363782,0.22007311781571792,-0.308676467991144,-0.22350534420454726,-0.24915490143709138,-0.8968760919124775,AgAuZn,0,18
19,vsp13_240823_Ag-0.286-Au-0.571-Zn-0.143_pp0_rep1,vsp,13.0,240823.0,Ag-0.286-Au-0.571-Zn-0.143,2.85336811570248,pp0,1,HER,Ag-0.299-Au-0.35-Zn-0.352,,Ag-0.333-Au-0.333-Zn-0.333,vsp13_240823_Ag-0.286-Au-0.571-Zn-0.143_pp0,1759.0,,50.0,,,,,,,,,False,-1.4206213861627108,1.3800104463265281,1.4288007692086184,-0.058736429999775894,-0.2617104874489793,0.009602070191300806,-1.406802839990562,-0.06778934387755334,0.1206504057259498,-1.2251962060908845,-0.040797332244894485,0.33631788318284817,-1.3110941999935284,0.15169799051020239,0.2878677715109416,-1.1318793999573578,-0.07050245132653216,0.0995403909292989,-1.45974857999781,AgAuZn,0,19
20,uoft4_240405_Ag-0.5-Au-0.5_pp0_rep1,uoft,4.0,240405.0,Ag-0.5-Au-0.5,3.089982091,pp0,1,HER,Ag-0.339-Au-0.661,,Ag-0.333-Au-0.667,uoft4_240405_Ag-0.5-Au-0.5_pp0,145.0,,50.0,,,,,,,,,False,-1.6028780969832175,1.593267845374449,1.697506120878939,1.0347206808303884,-0.40610432999999757,-0.24083036591878895,-1.314432474065498,-0.17843666458149954,-0.0312534555839024,-0.7823729982663666,0.06280284933921104,0.3031516698803659,-0.5254875084899294,0.12225077277533138,0.1997388574876474,-0.844539234644291,0.7105441802202641,0.912736952278004,-0.11604255159888396,AgAu,9,20
21,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4.0,240405.0,Ag-0.222-Cu-0.333-Pd-0.444,2.569379344333333,pp0,1,HER,Ag-0.335-Cu-0.308-Pd-0.357,,Ag-0.333-Cu-0.333-Pd-0.333,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0,44.666666666666664,,50.0,,,,,,,,,False,-1.2018732783444146,0.11646057901638922,0.11232390404731572,-0.6774074278257156,-1.1943710906557397,-0.9943136766844894,-1.6058438144688576,-0.5753329295081991,-0.38777002114376313,-0.9502283309449591,-0.5033814408196762,-0.3609387317106436,-1.0749459891440836,-0.2226897506557459,-0.16173659777800228,-0.32379909827045,0.24114919868852908,0.36437809662999215,-0.03034906341417418,AgCuPd,2,21
22,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep1,vsp,23.0,241025.0,Ag-0.25-Ga-0.75,2.9938391074380166,pp0,1,HER,Ag-0.327-Ga-0.673,dcgat-agm003291171,Ag-0.333-Ga-0.667,vsp23_241025_Ag-0.25-Ga-0.75_pp0,2089.0,,50.0,,,,,,,32.95,76.555,True,-1.5288220150022442,0.8120143784848436,0.24073966522475487,0.24073966522475487,-0.06587569242424421,0.22094944206223996,0.22094944206223996,0.09139453727273103,0.20425876020772193,0.20425876020772193,0.15312756151514817,0.1817715626341421,0.1817715626341421,0.3955672284848426,0.19350763428734633,0.19350763428734633,-0.013602567575751633,0.19788623960999413,0.19788623960999413,AgGa,4,22
23,vsp11_240802_Ag-0.167-Zn-0.833_pp0_rep1,vsp,11.0,240802.0,Ag-0.167-Zn-0.833,3.1620488099173554,pp0,1,HER,Ag-0.307-Zn-0.693,oqmd-758527,Ag-0.333-Zn-0.667,vsp11_240802_Ag-0.167-Zn-0.833_pp0,1606.0,,50.0,,,,,,,39.4,97.04,True,-1.6583889480772305,0.7771456890123453,0.9961646859590515,-0.1118457120900805,-0.12360191098765552,0.16778406023182918,-0.49941656834820564,-0.0798685372839539,0.2225083291591186,-0.6787686206265588,-0.13277594111110586,0.16062651148426144,-0.6521134316904162,0.17575441814815093,0.3558806997293946,-0.25095923662555414,-0.24630173765432245,-0.16985387753244624,-0.7196508215714391,AgZn,8,23
24,vsp1_240503_Ag-0.111-Au-0.889_pp0_rep1,vsp,1.0,240503.0,Ag-0.111-Au-0.889,2.500558,pp0,1,HER,Ag-0.379-Au-0.621,,Ag-0.375-Au-0.625,vsp1_240503_Ag-0.111-Au-0.889_pp0,2010.0,,50.0,,,,,,,,,False,-1.148862242809988,1.5503274435294117,1.350160493799059,1.3341793721479083,-0.32146514588234754,-0.05593148334956447,-0.4227282022927699,-0.15678167235294638,0.06316350609675521,-0.23552143858018842,0.15014006411765102,0.4535530173587565,0.012467917355481134,0.17678149647058786,0.21908077686247765,0.11029939289033958,0.7287070047058802,0.8821179553131033,0.5466609434756607,AgAu,9,24
25,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4.0,240405.0,Ag-0.333-Pd-0.667,2.4818899699999997,pp0,1,HER,Ag-0.384-Pd-0.616,,Ag-0.375-Pd-0.625,uoft4_240405_Ag-0.333-Pd-0.667_pp0,80.0,,50.0,,,,,,,,,False,-1.1344828142871357,-1.225226921395351,-0.783649054482173,-2.0064558207338137,-1.6368893627907,-1.626029332856707,-1.7570111309691665,-1.0130000281395393,-0.7311803524502493,-2.0585163588996025,-1.2304468927906966,-1.0549758744716617,-2.824197949999984,-0.3937483490697736,-0.45045727423945175,-0.5061531910073925,0.47685984023256034,0.7586045334040068,0.24106992198370616,AgPd,3,25
26,vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep2,vsp,11.0,240802.0,Ag-0.25-Zn-0.75,3.1273243388429752,pp0,2,HER,Ag-0.379-Zn-0.621,,Ag-0.375-Zn-0.625,vsp11_240802_Ag-0.25-Zn-0.75_pp0,1622.0,,50.0,,,,,,,,,False,-1.6316417203404052,0.9028747788461531,0.911688877424391,0.0981456594761955,-0.2014150984615422,-0.0475098149976841,-0.6675737317376365,-0.00712184750000233,-0.0280157452747158,-0.5705863447510392,-0.17521133269230332,-0.0038391395525907636,-0.6218546488117961,0.14322938730769466,0.25221183906307765,-0.3319277576205943,-0.2413789148076952,-0.27245131609174966,-0.7820402990932279,AgZn,8,26
27,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep1,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,3.05078341322314,pp0,1,HER,Ag-0.364-Au-0.084-Zn-0.552,,Ag-0.4-Au-0.1-Zn-0.5,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0,1703.5,,50.0,,,,,,,,,False,-1.5726845208381897,0.8962958360000094,1.000459363338775,0.32234648262346816,-0.2740177929999973,-0.11262788672993618,-0.6390675293855917,-0.26847139650000573,-0.012643990944688488,-0.7850633823430792,-0.21768131649998992,0.0039952425855147855,-0.8017811198073707,0.10961799000000168,0.181047738046806,-0.1661603722856679,-0.2612716174999946,-0.19760597041605632,-0.7697398188084785,AgAuZn,0,27
28,vsp13_240823_Ag-0.333-Au-0.333-Zn-0.333_pp0_rep1,vsp,13.0,240823.0,Ag-0.333-Au-0.333-Zn-0.333,2.892159747933884,pp0,1,HER,Ag-0.409-Au-0.22-Zn-0.371,,Ag-0.4-Au-0.2-Zn-0.4,vsp13_240823_Ag-0.333-Au-0.333-Zn-0.333_pp0,1780.0,,50.0,,,,,,,,,False,-1.4505014272252241,1.225422985813953,1.1624833694974377,0.7166284093655861,-0.26920123383721106,-0.06927455327035434,-0.537419832474038,-0.09112456220930544,0.036741238519081294,-0.411432921108908,-0.17677784662790305,0.06649206379260653,-0.4585875296390576,0.11639433860465155,0.2518811922657451,-0.11392737777961479,-0.24662182011628225,-0.15912997000766124,-0.5990394429841848,AgAuZn,0,28
29,uoft5_240507_Ag-0.4-Au-0.4-Tl-0.2_pp0_rep1,uoft,5.0,240507.0,Ag-0.4-Au-0.4-Tl-0.2,2.827643062,pp0,1,HER,Ag-0.375-Au-0.416-Tl-0.209,,Ag-0.4-Au-0.4-Tl-0.2,uoft5_240507_Ag-0.4-Au-0.4-Tl-0.2_pp0,792.0,,50.0,,,,,,,,,False,-1.4008061420817155,1.7541569810000006,1.9928205899999936,1.4735982468403654,-0.2314313719999987,0.0322815699999949,-0.5265362993977643,-0.11622009000000233,-0.0272145699999981,-0.5699729917757308,0.0871898790000081,0.3828961399999997,-0.26582350311051206,0.09717745150000281,0.2790496000000075,-0.0814898754410745,0.3109449354999974,0.5897249299999885,-0.09435151251406194,AgAuTl,10,29
30,vsp11_240802_Ag-0.375-Zn-0.625_pp0_rep1,vsp,11.0,240802.0,Ag-0.375-Zn-0.625,3.1135740661157025,pp0,1,HER,Ag-0.413-Zn-0.587,dcgat-agm003290582,Ag-0.4-Zn-0.6,vsp11_240802_Ag-0.375-Zn-0.625_pp0,1629.0,,50.0,,,,,,,34.7,100.0,True,-1.6210502940436005,0.8997726696296274,0.6961815800000011,0.09776770056363232,-0.1977695844444485,-0.1867979200000178,-0.6683370131114706,-0.06564953000000304,-0.287745440000009,-0.568326085956838,-0.15840085814814342,-0.2698231899999967,-0.6222521877709863,0.1713727170370397,0.1727384900000004,-0.33212897239971595,-0.219562165185188,-0.4528270300000088,-0.7856984447188478,AgZn,8,30
31,vsp13_240823_Ag-0.4-Au-0.2-Zn-0.4_pp0_rep1,vsp,13.0,240823.0,Ag-0.4-Au-0.2-Zn-0.4,2.944682925619834,pp0,1,HER,Ag-0.393-Au-0.059-Zn-0.548,,Ag-0.417-Au-0.083-Zn-0.5,vsp13_240823_Ag-0.4-Au-0.2-Zn-0.4_pp0,1779.0,,50.0,,,,,,,,,False,-1.4909584695231084,1.1760655392307622,1.1842340410355585,0.5559917083912188,-0.2340949097435947,-0.04165795471476123,-0.45788973771291863,-0.07315162076923287,-0.00864046118592198,-0.40023828427068564,-0.20130773256410459,0.0132079635551363,-0.4844843648051315,0.09315073487178949,0.17899025342481667,-0.11852067940016142,-0.2052234658974335,-0.06685997806534874,-0.4579827703252083,AgAuZn,0,31
32,uoft4_240405_Ag-0.4-Pd-0.6_pp0_rep1,uoft,4.0,240405.0,Ag-0.4-Pd-0.6,2.241512595,pp0,1,HER,Ag-0.407-Pd-0.593,,Ag-0.429-Pd-0.571,uoft4_240405_Ag-0.4-Pd-0.6_pp0,98.0,,50.0,,,,,,,,,False,-0.9493272685587827,-1.0605705864516106,-1.2529595499999855,-1.732755269999246,-1.6558347579570012,-1.604118519999986,-1.751440307995061,-0.9967224472042991,-0.8945096700000192,-2.134775339999976,-1.2574773202150544,-1.292005459999956,-3.6346174799999744,-0.38329417698925267,-0.364358669999973,-0.3937144476504968,0.44625008999999954,0.5761065099999882,0.46326549357426666,AgPd,3,32
33,vsp1_240503_Ag-0.25-Au-0.75_pp0_rep1,vsp,1.0,240503.0,Ag-0.25-Au-0.75,2.555804,pp0,1,HER,Ag-0.462-Au-0.538,,Ag-0.444-Au-0.556,vsp1_240503_Ag-0.25-Au-0.75_pp0,2019.0,,50.0,,,,,,,,,False,-1.1914165941889756,1.6391201842105245,1.6093126934354227,1.286940205088098,-0.3723755457894676,-0.149957316082502,-0.4718441870847752,-0.1802089121052642,0.02789951296747959,-0.25478115456747696,0.09294203052631791,0.29701091161834287,0.023775370055494405,0.1549982073684249,0.2386186552830492,0.055192173865766636,0.6100636347368434,0.7727144174211786,0.4597855135790897,AgAu,9,33
34,vsp11_240802_Ag-0.429-Zn-0.571_pp0_rep1,vsp,11.0,240802.0,Ag-0.429-Zn-0.571,3.202098880165289,pp0,1,HER,Ag-0.478-Zn-0.522,dcgat-agm003193172,Ag-0.462-Zn-0.538,vsp11_240802_Ag-0.429-Zn-0.571_pp0,1646.0,,50.0,,,,,,,31.4,100.0,True,-1.689238326531484,0.8666751521428603,0.7863685300000043,0.6607230167596341,-0.16203567857142884,-0.0705659599999961,-0.20581150826511163,0.11025775071428155,-0.1812402399999939,-0.17307888264007562,-0.1957287807142762,-0.114912299999986,-0.31243712018281805,0.19350702714286225,0.3470677000000108,0.029203873472902334,-0.30049703357143287,-0.2560386100000045,-0.3723182501811929,AgZn,8,34
