,voltage,sample id,source,batch number,batch date,composition,post processing id,rep,reaction,xrf comp,bulk_id,computational_comp_nearest_xrf,sid,Unnamed: 0,total reps,current density,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,rwp,q_score,matched,H2_pr,CO_pr,CH4_pr,Total_Liquid_pr,C2H4_pr,C_mean_energy,C_wulff_energy,C_boltz_energy,CO_mean_energy,CO_wulff_energy,CO_boltz_energy,CHO_mean_energy,CHO_wulff_energy,CHO_boltz_energy,COCOH_mean_energy,COCOH_wulff_energy,COCOH_boltz_energy,H_mean_energy,H_wulff_energy,H_boltz_energy,OH_mean_energy,OH_wulff_energy,OH_boltz_energy,elements,loco_cv,loo_cv
10,3.3,vsp13_240823_Ag-0.067-Au-0.533-Zn-0.4_pp0_rep1,vsp,13.0,240823.0,Ag-0.067-Au-0.533-Zn-0.4,pp0,1,CO2R,Ag-0.258-Au-0.313-Zn-0.429,,Ag-0.222-Au-0.333-Zn-0.444,,1768.3869694201862,,125.34198343389019,61.49028573259524,18.858691477711147,0.007916749221139555,0.0,80.48196915407617,19.504251206391988,,,False,3.913512719465468e-07,1.200250219871319e-07,1.2596420070513928e-11,1.2413364854377822e-07,0.0,1.1972420477173922,1.5237084099999976,0.27804684793014917,-0.26991975445652355,-0.1556293900000014,-0.9943195759979936,-0.16594000532609118,-0.0028490100000055,-0.6252120599698067,-0.196823585760864,-0.1121369399999991,-0.7668409355138942,0.11451406695652441,0.1744368900000026,-0.5310762801840203,-0.22633285304347678,-0.0204561500000011,-0.7601432948829104,AgAuZn,0,10
11,3.3,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep2,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,pp0,2,CO2R,Ag-0.231-Au-0.259-Zn-0.51,,Ag-0.25-Au-0.25-Zn-0.5,,1709.7505228855043,,124.94771144955622,52.616055011236874,30.46327483748661,0.011407565257330379,0.0,83.2271096494433,16.66231371625119,,,False,3.338027916700409e-07,1.932628012874219e-07,1.809275290708238e-11,1.0570778886746352e-07,0.0,1.171017783403141,1.23854982469956,-0.36572096850548996,-0.2142058695287981,0.010725605276766503,-1.3524288199960823,-0.10261569549738452,0.09280071997877147,-0.9414970447855182,-0.12788654816753559,0.1697164628775593,-1.2747495577985437,0.14943631539267302,0.3053390955976616,-0.5596257458971412,-0.17129042534031702,-0.036183592699508736,-1.0069009421722879,AgAuZn,0,11
12,3.3,uoft4_240405_Ag-0.25-Au-0.25-Pd-0.5_pp0_rep1,uoft,5.5,240560.5,Ag-0.25-Au-0.25-Pd-0.5,pp0,1,CO2R,Ag-0.243-Au-0.387-Pd-0.37,mp-1229031,Ag-0.25-Au-0.375-Pd-0.375,,548.1067439850565,,117.97680448304332,58.11684250199504,33.40988780321325,0.0359976510391175,0.0018809909734830968,91.58700954086643,8.39877537082055,32.0,100.0,True,3.484362867271059e-07,2.0030711829744062e-07,5.395547710002347e-11,5.0354389145682286e-08,1.1277376436016041e-11,-1.441553013049641,-1.3011442700000089,-1.6168566633254426,-1.7893735343971682,-1.673854829999982,-1.8825159312901711,-1.0984305495744677,-1.055497769999988,-2.2711688306893727,-1.3705214020567382,-0.96270844,-2.904106820000038,-0.4581712429077994,-0.4381656699999894,-0.49406174164879724,0.3436518581560297,0.4458009499999775,0.1488127312138277,AgAuPd,5,12
13,3.3,uoft8_241025_Ag-0.25-Cd-0.5-Pd-0.25_pp0_rep1,uoft,8.0,241025.0,Ag-0.25-Cd-0.5-Pd-0.25,pp0,1,CO2R,Ag-0.239-Cd-0.511-Pd-0.251,,Ag-0.25-Cd-0.5-Pd-0.25,,1143.2790662654825,,97.28664660746527,44.33662547961651,38.33545820986028,0.11502590911159043,0.011547706409016097,82.89468735022943,17.080603206054413,,,False,2.2127727944877498e-07,1.913263764965602e-07,1.435191557713185e-10,8.524666385621448e-08,5.7632826820233053e-11,1.3922361789610396,1.384958689486167,0.1703228091841594,-0.8100999576623361,-0.7422957100069774,-1.2475837303968407,-0.16033645545454872,-0.13985247248099064,-0.48176167720016566,-0.0026307377922032624,0.26986587433307085,-0.363085828324513,0.090783486623378,0.10536110606875243,-0.21458110733721875,0.18322418636363788,0.314490181017343,0.023139577837552435,AgCdPd,6,13
14,3.3,uoft8_241025_Ag-0.333-Cd-0.667_pp0_rep1,uoft,8.0,241025.0,Ag-0.333-Cd-0.667,pp0,1,CO2R,Ag-0.235-Cd-0.765,,Ag-0.25-Cd-0.75,,1157.7315242710974,,123.15242710974724,19.548333017265428,41.90635073203616,0.04302382759794594,0.003727592463946862,61.62877438025482,38.30874999707328,,,False,1.2222463044916294e-07,2.620166244954136e-07,6.725089326060411e-11,2.3952286914828947e-07,2.330651984333357e-11,1.777324427665706,1.901597352877944,1.0821622127623516,-0.09917486438040436,0.06200491858659957,-1.0715948513624334,0.25909719020172567,0.45697091503169907,-0.5622659133107911,0.1282750300864596,0.4514785429147833,-0.8646882662061861,0.3342515963112409,0.48208542540822713,-0.4058229533366715,0.06763609864553273,0.20653455253413208,-0.835825753085988,AgCd,7,14
15,3.3,vsp23_241025_Ag-0.2-Ga-0.8_pp0_rep1,vsp,23.0,241025.0,Ag-0.2-Ga-0.8,pp0,1,CO2R,Ag-0.236-Ga-0.764,mp-1184226,Ag-0.25-Ga-0.75,,2070.4464671739042,,88.83832065239378,40.006692306513095,30.804242736664232,0.03853953686745635,0.0,71.26649206447266,28.731923643644024,33.8,74.08,True,1.7759995176314546e-07,1.3674792162813073e-07,4.277171826774532e-11,1.2754836651024053e-07,0.0,0.7120090122500009,0.20455989311123451,0.20455989311123451,-0.104400520000004,0.1758878527443866,0.1758878527443866,0.03058760324999879,0.19944770569485618,0.19944770569485618,0.10614155225000377,0.15123627770433873,0.15123627770433873,0.31829680425000256,0.15160651074928636,0.15160651074928636,-0.10556885550000208,0.18522160410457206,0.18522160410457206,AgGa,4,15
16,3.3,vsp11_240802_Ag-0.111-Zn-0.889_pp0_rep1,vsp,11.0,240802.0,Ag-0.111-Zn-0.889,pp0,1,CO2R,Ag-0.24-Zn-0.76,,Ag-0.25-Zn-0.75,,1591.2527149107082,,87.47285089291864,9.609658545956973,63.64336891260319,0.013326968732118255,0.015386606182429199,73.30861849510327,26.655155143918456,,,False,4.185980556529431e-08,2.772313954196353e-07,1.4513115040282455e-11,1.1611022455179943e-07,6.702426938751365e-11,0.786086526478261,0.8709232767152941,-0.8872886792690259,-0.18238399126087138,0.06283645441694241,-1.0671985806142719,-0.10561262628261224,0.23437450883538152,-1.486333883346959,-0.18238947813043027,0.21783173485222046,-0.9747327307645336,0.121284861717394,0.3138841362071123,-1.2584223812861017,-0.26999699200000116,-0.10598662143403716,-1.3607001257599494,AgZn,8,16
17,3.3,vsp13_240823_Ag-0.25-Au-0.625-Zn-0.125_pp0_rep1,vsp,13.0,240823.0,Ag-0.25-Au-0.625-Zn-0.125,pp0,1,CO2R,Ag-0.254-Au-0.43-Zn-0.315,,Ag-0.286-Au-0.429-Zn-0.286,,1756.1851870444764,,113.58021592539521,77.02071826819669,4.093629452957792,0.006464576894482229,0.0,81.12404104921605,18.865579760686916,,,False,4.455997248004919e-07,2.3683499695774606e-08,9.350126011231843e-12,1.0914591993664918e-07,0.0,1.352632324576271,1.3249045616605724,0.8092557155421667,-0.31858234101694666,-0.007663563860249268,-0.48714608337339477,-0.1570996215254251,0.07473955163814724,-0.3893269420277352,-0.10124189322033293,0.18695601123365782,-0.32645492588674124,0.13120106203390294,0.23859656023337406,-0.10094859101558791,-0.07159756966101835,-0.014069028150207653,-0.44899791599616345,AgAuZn,0,17
18,3.3,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep3,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,pp0,3,CO2R,Ag-0.352-Au-0.199-Zn-0.45,,Ag-0.333-Au-0.222-Zn-0.444,,1704.5313527212927,,126.56763606463318,24.91157975608556,51.42495200848893,0.0060642070020728855,0.0,76.63917478486287,23.299766254241355,,,False,1.60131968271674e-07,3.305602801598345e-07,9.745200954302983e-12,1.4977120949746898e-07,0.0,1.2070306847727261,1.1774732182650327,0.28655836972145127,-0.25865046284091164,-0.1365082466636591,-0.6212662263521277,-0.137624243295456,-0.12795140572165756,-0.6373691915399212,-0.1740810464772701,-0.13169806526089733,-0.5537629314078515,0.14087664386363782,0.22007311781571792,-0.308676467991144,-0.22350534420454726,-0.24915490143709138,-0.8968760919124775,AgAuZn,0,18
19,3.3,vsp13_240823_Ag-0.286-Au-0.571-Zn-0.143_pp0_rep1,vsp,13.0,240823.0,Ag-0.286-Au-0.571-Zn-0.143,pp0,1,CO2R,Ag-0.299-Au-0.35-Zn-0.352,,Ag-0.333-Au-0.333-Zn-0.333,,1761.2867303606592,,192.83174098352083,68.6953698504541,9.913480785964717,0.0033528345895494235,0.0,78.61739455891563,21.365739254210343,,,False,6.832124950062724e-07,9.859491195287503e-08,8.336436976233334e-12,2.1249379769408164e-07,0.0,1.3800104463265281,1.4288007692086184,-0.058736429999775894,-0.2617104874489793,0.009602070191300806,-1.406802839990562,-0.06778934387755334,0.1206504057259498,-1.2251962060908845,-0.040797332244894485,0.33631788318284817,-1.3110941999935284,0.15169799051020239,0.2878677715109416,-1.1318793999573578,-0.07050245132653216,0.0995403909292989,-1.45974857999781,AgAuZn,0,19
20,3.3,uoft4_240405_Ag-0.5-Au-0.5_pp0_rep1,uoft,4.0,240405.0,Ag-0.5-Au-0.5,pp0,1,CO2R,Ag-0.339-Au-0.661,,Ag-0.333-Au-0.667,,144.22941849114113,,55.735462278528544,82.7915750927857,5.454154821393688,0.1894824579678625,0.010066221805294505,88.47812117214609,11.478703075518293,,,False,2.322722228821508e-07,1.530166158680681e-08,1.328985215586393e-10,3.2203565111145584e-08,2.824084107737034e-11,1.593267845374449,1.697506120878939,1.0347206808303884,-0.40610432999999757,-0.24083036591878895,-1.314432474065498,-0.17843666458149954,-0.0312534555839024,-0.7823729982663666,0.06280284933921104,0.3031516698803659,-0.5254875084899294,0.12225077277533138,0.1997388574876474,-0.844539234644291,0.7105441802202641,0.912736952278004,-0.11604255159888396,AgAu,9,20
21,3.3,uoft4_240405_Ag-0.222-Cu-0.333-Pd-0.444_pp0_rep1,uoft,4.0,240405.0,Ag-0.222-Cu-0.333-Pd-0.444,pp0,1,CO2R,Ag-0.335-Cu-0.308-Pd-0.357,,Ag-0.333-Cu-0.333-Pd-0.333,,45.224194887839644,,111.20974439198227,72.53637167822056,22.754864792936942,0.016945857010677894,0.004825764053360161,96.6015918874869,3.1663748045074587,,,False,4.1166580257821947e-07,1.2914072569135503e-07,2.4043213305536225e-11,1.7970132707263525e-08,2.738766753998146e-11,0.11646057901638922,0.11232390404731572,-0.6774074278257156,-1.1943710906557397,-0.9943136766844894,-1.6058438144688576,-0.5753329295081991,-0.38777002114376313,-0.9502283309449591,-0.5033814408196762,-0.3609387317106436,-1.0749459891440836,-0.2226897506557459,-0.16173659777800228,-0.32379909827045,0.24114919868852908,0.36437809662999215,-0.03034906341417418,AgCuPd,2,21
22,3.3,vsp23_241025_Ag-0.25-Ga-0.75_pp0_rep1,vsp,23.0,241025.0,Ag-0.25-Ga-0.75,pp0,1,CO2R,Ag-0.327-Ga-0.673,dcgat-agm003291171,Ag-0.333-Ga-0.667,,2086.522233722268,,99.36475079234577,34.27453999623139,38.84219862369737,0.03688604420525709,0.0,73.17465651240667,26.824924141793808,32.95,76.555,True,1.7605860507933295e-07,1.995213738435135e-07,4.7368290649460323e-11,1.3779203823836656e-07,0.0,0.8120143784848436,0.24073966522475487,0.24073966522475487,-0.06587569242424421,0.22094944206223996,0.22094944206223996,0.09139453727273103,0.20425876020772193,0.20425876020772193,0.15312756151514817,0.1817715626341421,0.1817715626341421,0.3955672284848426,0.19350763428734633,0.19350763428734633,-0.013602567575751633,0.19788623960999413,0.19788623960999413,AgGa,4,22
23,3.3,vsp11_240802_Ag-0.167-Zn-0.833_pp0_rep1,vsp,11.0,240802.0,Ag-0.167-Zn-0.833,pp0,1,CO2R,Ag-0.307-Zn-0.693,oqmd-758527,Ag-0.333-Zn-0.667,,1607.2925709738129,,79.25709738127793,17.48510817330228,57.22064863302386,0.030013781726776965,0.01262908718221987,74.7999840903859,25.134724162682232,39.4,97.04,True,6.796632829248398e-08,2.2242226651129023e-07,2.9166627422640256e-11,9.770113499156343e-08,4.9090499009423486e-11,0.7771456890123453,0.9961646859590515,-0.1118457120900805,-0.12360191098765552,0.16778406023182918,-0.49941656834820564,-0.0798685372839539,0.2225083291591186,-0.6787686206265588,-0.13277594111110586,0.16062651148426144,-0.6521134316904162,0.17575441814815093,0.3558806997293946,-0.25095923662555414,-0.24630173765432245,-0.16985387753244624,-0.7196508215714391,AgZn,8,23
24,3.3,vsp1_240503_Ag-0.111-Au-0.889_pp0_rep1,vsp,1.0,240503.0,Ag-0.111-Au-0.889,pp0,1,CO2R,Ag-0.379-Au-0.621,,Ag-0.375-Au-0.625,,2014.0578436024875,,223.55390993781052,73.31817288355252,24.83382261739168,0.013253270206268965,0.001229839458758368,98.25342831118591,1.6677379308631768,,,False,8.360422185209334e-07,2.831784172850965e-07,3.778153829441696e-11,1.9017104011100414e-08,1.4023777040352091e-11,1.5503274435294117,1.350160493799059,1.3341793721479083,-0.32146514588234754,-0.05593148334956447,-0.4227282022927699,-0.15678167235294638,0.06316350609675521,-0.23552143858018842,0.15014006411765102,0.4535530173587565,0.012467917355481134,0.17678149647058786,0.21908077686247765,0.11029939289033958,0.7287070047058802,0.8821179553131033,0.5466609434756607,AgAu,9,24
25,3.3,uoft4_240405_Ag-0.333-Pd-0.667_pp0_rep1,uoft,4.0,240405.0,Ag-0.333-Pd-0.667,pp0,1,CO2R,Ag-0.384-Pd-0.616,,Ag-0.375-Pd-0.625,,82.10554801629121,,103.79642195070198,29.207865343378177,64.9414314530854,0.00977253214147283,0.0,94.20181587640721,5.797133201348609,,,False,1.560918957892637e-07,3.4705826775111393e-07,1.3056526475751536e-11,3.098088480288544e-08,0.0,-1.225226921395351,-0.783649054482173,-2.0064558207338137,-1.6368893627907,-1.626029332856707,-1.7570111309691665,-1.0130000281395393,-0.7311803524502493,-2.0585163588996025,-1.2304468927906966,-1.0549758744716617,-2.824197949999984,-0.3937483490697736,-0.45045727423945175,-0.5061531910073925,0.47685984023256034,0.7586045334040068,0.24106992198370616,AgPd,3,25
26,3.3,vsp11_240802_Ag-0.25-Zn-0.75_pp0_rep2,vsp,11.0,240802.0,Ag-0.25-Zn-0.75,pp0,2,CO2R,Ag-0.379-Zn-0.621,,Ag-0.375-Zn-0.625,,1623.7174562541902,,87.17456254190236,16.277938392337514,58.51224805867779,0.028669355932363094,0.007217559541223361,74.87488917592587,25.058086046419508,,,False,7.061431913066744e-08,2.538283692862e-07,3.1092190550855646e-11,1.0870293536179781e-07,3.1310049252210777e-11,0.9028747788461531,0.911688877424391,0.0981456594761955,-0.2014150984615422,-0.0475098149976841,-0.6675737317376365,-0.00712184750000233,-0.0280157452747158,-0.5705863447510392,-0.17521133269230332,-0.0038391395525907636,-0.6218546488117961,0.14322938730769466,0.25221183906307765,-0.3319277576205943,-0.2413789148076952,-0.27245131609174966,-0.7820402990932279,AgZn,8,26
27,3.3,vsp13_240823_Ag-0.125-Au-0.125-Zn-0.75_pp0_rep1,vsp,13.0,240823.0,Ag-0.125-Au-0.125-Zn-0.75,pp0,1,CO2R,Ag-0.364-Au-0.084-Zn-0.552,,Ag-0.4-Au-0.1-Zn-0.5,,1702.869354663064,,115.76613342339724,54.164709030910586,25.08908093472782,0.012297189544726476,0.0,79.29271495111156,20.681300701867347,,,False,3.189717222636011e-07,1.477476293871355e-07,1.8104296128706666e-11,1.2179055738601744e-07,0.0,0.8962958360000094,1.000459363338775,0.32234648262346816,-0.2740177929999973,-0.11262788672993618,-0.6390675293855917,-0.26847139650000573,-0.012643990944688488,-0.7850633823430792,-0.21768131649998992,0.0039952425855147855,-0.8017811198073707,0.10961799000000168,0.181047738046806,-0.1661603722856679,-0.2612716174999946,-0.19760597041605632,-0.7697398188084785,AgAuZn,0,27
28,3.3,vsp13_240823_Ag-0.333-Au-0.333-Zn-0.333_pp0_rep1,vsp,13.0,240823.0,Ag-0.333-Au-0.333-Zn-0.333,pp0,1,CO2R,Ag-0.409-Au-0.22-Zn-0.371,,Ag-0.4-Au-0.2-Zn-0.4,,1781.2478065676726,,143.80483580818776,69.32431152053111,10.634292306314297,0.008128417118625808,0.0,79.97941569879798,20.011724594140137,,,False,5.124703484075052e-07,7.861252948282259e-08,1.5022048764054482e-11,1.4793389577272298e-07,0.0,1.225422985813953,1.1624833694974377,0.7166284093655861,-0.26920123383721106,-0.06927455327035434,-0.537419832474038,-0.09112456220930544,0.036741238519081294,-0.411432921108908,-0.17677784662790305,0.06649206379260653,-0.4585875296390576,0.11639433860465155,0.2518811922657451,-0.11392737777961479,-0.24662182011628225,-0.15912997000766124,-0.5990394429841848,AgAuZn,0,28
29,3.3,uoft5_240507_Ag-0.4-Au-0.4-Tl-0.2_pp0_rep1,uoft,5.0,240507.0,Ag-0.4-Au-0.4-Tl-0.2,pp0,1,CO2R,Ag-0.375-Au-0.416-Tl-0.209,,Ag-0.4-Au-0.4-Tl-0.2,,791.7919944755448,,79.19944755447698,86.42073642918874,0.0,0.12341592525151474,0.006143299993446631,86.57563420660364,13.409073076932026,,,False,3.356575047264814e-07,0.0,1.198366365096196e-10,5.208074121638553e-08,2.3860531994842512e-11,1.7541569810000006,1.9928205899999936,1.4735982468403654,-0.2314313719999987,0.0322815699999949,-0.5265362993977643,-0.11622009000000233,-0.0272145699999981,-0.5699729917757308,0.0871898790000081,0.3828961399999997,-0.26582350311051206,0.09717745150000281,0.2790496000000075,-0.0814898754410745,0.3109449354999974,0.5897249299999885,-0.09435151251406194,AgAuTl,10,29
