,voltage,sample id,source,batch number,batch date,composition,post processing id,rep,reaction,xrf comp,bulk_id,computational_comp_nearest_xrf,sid,Unnamed: 0,total reps,current density,fe_h2,fe_co,fe_ch4,fe_c2h4,fe_gas_total,fe_liquid,rwp,q_score,matched,H2_pr,CO_pr,CH4_pr,Total_Liquid_pr,C2H4_pr,C_mean_energy,C_wulff_energy,C_boltz_energy,CO_mean_energy,CO_wulff_energy,CO_boltz_energy,CHO_mean_energy,CHO_wulff_energy,CHO_boltz_energy,COCOH_mean_energy,COCOH_wulff_energy,COCOH_boltz_energy,H_mean_energy,H_wulff_energy,H_boltz_energy,OH_mean_energy,OH_wulff_energy,OH_boltz_energy,elements,loco_cv,loo_cv
10,3.3,vsp11_240802_Ag-0.667-Zn-0.333_pp0_rep1,vsp,11.0,240802.0,Ag-0.667-Zn-0.333,pp0,1,CO2R,Ag-0.829-Zn-0.171,dcgat-agm003194924,Ag-0.833-Zn-0.167,,1667.0,,76.02816124780468,15.248313094842047,81.89043615952495,0.0190486316587533,0.0,97.55547074775745,0.0,34.65,100.0,True,5.667703906178235e-08,3.0438169915134875e-07,1.7700647177848452e-11,0.0,0.0,1.8512876404347802,1.756918723737469,1.5257143112581306,-0.16536904304347982,0.005049573459933395,-0.25053361915939726,0.12813227347825834,0.31716370095639196,-0.013007413568587747,0.0378887478260922,0.4167820978127696,-0.11417480634904975,0.27865142130434856,0.23367377735782305,0.21926833549825478,0.0795522534782592,0.18219857145702129,-0.08652093284610751,AgZn,2,10
11,3.3,vsp23_241025_Ag-0.75-Ga-0.25_pp0_rep2,vsp,23.0,241025.0,Ag-0.75-Ga-0.25,pp0,2,CO2R,Ag-0.855-Ga-0.145,dcgat-agm003299722,Ag-0.875-Ga-0.125,,2144.678395590681,,116.08022046595536,48.317535859225735,47.78859480994093,0.05089462039327345,0.0017716007195178738,96.30347574648113,0.0,36.4,92.77,True,2.8526382824529017e-07,2.8214099207511187e-07,7.511969511843303e-11,0.0,1.0459424190095208e-11,1.6895550018181689,0.21612835070298317,0.21612835070298317,-0.133946784545463,0.07317033874469174,0.07317033874469174,0.16626792181817895,0.19892790987671802,0.19892790987671802,0.14309809545454497,0.1994559975039896,0.1994559975039896,0.328805205454538,0.06970860046115716,0.06970860046115716,0.18710307181818694,0.2794166314609981,0.2794166314609981,AgGa,1,11
12,3.3,uoft4_240405_Ag-0.889-Hg-0.111_pp0_rep1,uoft,4.0,240405.0,Ag-0.889-Hg-0.111,pp0,1,CO2R,Ag-0.984-Hg-0.016,mp-2646971,Ag-0.889-Hg-0.111,,288.84584920913613,,57.70753954319216,53.951456486153425,34.12951516411416,0.22928482240631265,0.01595047864153689,88.66538951871269,11.228106737864822,37.9,100.0,True,1.555562241531071e-07,9.840435934233516e-08,1.6527209621437886e-10,3.2373581776769544e-08,4.5989420722108896e-11,2.2611884483333404,2.2627905015850116,1.9997731633630196,-0.1406098133333368,-0.07540925008942367,-0.21203375387047668,0.3251147366666676,0.39639562467005324,0.26498591756259343,0.2838538016666732,0.37937104190937176,0.1962020385438604,0.34027966666667453,0.32930463577064684,0.2746415250796489,0.5250122583333313,0.5599386648441849,0.39319385696725484,AgHg,5,12
13,3.3,vsp10_240726_Au-0.294-Zn-0.706_pp0_rep1,vsp,10.0,240726.0,Au-0.294-Zn-0.706,pp0,1,CO2R,Au-0.226-Zn-0.774,oqmd-311946,Au-0.25-Zn-0.75,,1492.6605069800326,,155.35023266775434,65.6022582164778,28.571006591112138,0.0053948858148521635,0.0,94.23349926635873,6.5498149286645875,38.5,79.375,True,5.258831766834626e-07,2.2903192840706578e-07,1.0811669320883171e-11,5.250486149438262e-08,0.0,0.9175981800000017,1.2002699270730517,0.027385602658374832,-0.5198611090000057,-0.11987632662827635,-0.9621692746898338,-0.3958768240000012,-0.024184045991673734,-1.0756269220428445,-0.42463338399999484,-0.09149940208156164,-1.0472763754994796,-0.17488592399999592,0.22166501249802414,-0.8760451593802715,-0.5022221340000016,-0.18080238789739184,-1.1082070817405258,AuZn,6,13
14,3.3,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3,vsp,3.0,240718.0,Au-0.333-Cu-0.667,pp0,3,CO2R,Au-0.448-Cu-0.552,dcgat-agm003187403,Au-0.429-Cu-0.571,,2294.909946238526,,170.49731192631538,35.94256577245417,54.3599159242647,0.08420510508683504,0.8618936077927116,92.02204179799764,7.857103544153321,25.9,93.71000000000001,True,3.1436103029316466e-07,4.7544294096272187e-07,1.841187671368782e-10,6.871983432949737e-08,7.538297746023972e-09,1.0829100615217349,1.219258667159847,0.6549377085954602,-0.7255759528260854,-0.4786379480126263,-0.9196448282291348,-0.21753226652173682,0.022324972024665646,-0.4751937631926011,-0.2215922193478239,0.18841156380451882,-0.5852710283730282,0.05653264499999441,0.10176065110936755,-0.04484739995475179,0.11847083043478357,0.38930942957639864,-0.30162958398416845,AuCu,7,14
15,3.3,vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1,vsp,3.0,240718.0,Au-0.429-Cu-0.571,pp0,1,CO2R,Au-0.57-Cu-0.43,dcgat-agm003194949,Au-0.571-Cu-0.429,,2307.986915629215,,175.32710926961636,51.83488210448872,39.48222916127795,0.03965970865573715,0.3766484130779301,92.89604429016798,6.9403282197694605,26.9,75.58,True,4.6613350228849254e-07,3.550502867934489e-07,8.916157491288634e-11,6.241201617072152e-08,3.3870713463861633e-09,1.2112076814655093,1.2577498192393362,0.728329825489863,-0.7020919731465571,-0.5205321453175495,-0.8960571703215482,-0.230341869267239,-0.00036663414623723,-0.4015723457923599,-0.16963428637931355,-0.12966790296118216,-0.5107866110953911,0.0753969624137856,0.13509624687291888,-0.22195315209615749,0.2332353854310406,0.32073902042824376,-0.332645212971556,AuCu,7,15
16,3.3,vsp26_241004_Au-0.778-Ga-0.222_pp0_rep2,vsp,26.0,241004.0,Au-0.778-Ga-0.222,pp0,2,CO2R,Au-0.589-Ga-0.411,dcgat-agm003299733,Au-0.6-Ga-0.4,,2206.021601190595,,124.45997023512369,61.96827881625157,17.405061248622808,0.013642599980942612,0.0,79.46965645210594,20.530226522152233,34.5,70.47,True,3.9158259124212574e-07,1.0998399688771443e-07,2.155217457167886e-11,1.2973217029587464e-07,0.0,1.2963021624999875,0.19713983504317723,0.19713983504317723,-0.3538467375000032,0.15823609091252952,0.15823609091252952,-0.1755036725000032,0.12908996869632375,0.12908996869632375,0.033170958750005766,0.14351863006769305,0.14351863006769305,0.15198232750000248,0.06843365188285412,0.06843365188285412,0.18534356000001037,0.2802588543731391,0.2802588543731391,AuGa,8,16
17,3.3,uoft4_240405_Au-0.5-Pd-0.5_pp0_rep1,uoft,4.0,240405.0,Au-0.5-Pd-0.5,pp0,1,CO2R,Au-0.642-Pd-0.358,oqmd-1340599,Au-0.625-Pd-0.375,,415.26035455710064,,68.49113607248428,60.93166968995843,25.15781010439764,0.04156647760605956,0.0,87.58981277549707,12.388699820200078,26.9,70.12,True,2.0400979471323558e-07,8.42327101973139e-08,3.4792943499306454e-11,4.147951500333569e-08,0.0,-0.3119628939215769,0.059331163446478666,-1.279628696788054,-1.4362234337255102,-1.3703389792143255,-1.7470945473130846,-0.8399882017647051,-0.6413870923104474,-1.0953303896941478,-0.7236088809804001,-0.6088149072188112,-1.7239922476549834,-0.3098213341176686,-0.3653737641519341,-0.4822460948896728,0.7250369103921779,0.9921160569919273,0.4611562338732235,AuPd,9,17
18,3.3,vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1,vsp,3.0,240718.0,Au-0.556-Cu-0.444,pp0,1,CO2R,Au-0.653-Cu-0.347,mp-1184018,Au-0.667-Cu-0.333,,2351.3354970236323,,133.22514881838617,62.32641428332728,37.24537612578367,0.03515025857670227,0.027162432455770297,99.86771316383148,3.0072302918928537,29.75,96.74166666666667,True,4.228589343736267e-07,2.526944673457155e-07,5.961999039898989e-11,2.0402813337940918e-08,1.842858661983888e-10,1.422922332586207,1.5148747887625293,1.0209226625953132,-0.6356632003448295,-0.42049287791743445,-0.8379967715159269,-0.2177439468965572,0.06458566973036226,-0.4183285609304418,-0.039078156724132444,0.3594948873087295,-0.3021112856030476,0.12469958017241305,0.22352150941322269,0.0752384456681325,0.5428418149999998,0.781223073250216,0.24638591447832617,AuCu,7,18
19,3.3,uoft7_240716_Au-0.667-Pd-0.333_pp0_rep1,uoft,8.0,240870.5,Au-0.667-Pd-0.333,pp0,1,CO2R,Au-0.659-Pd-0.341,dcgat-agm003290367,Au-0.667-Pd-0.333,,1220.844795295882,,96.89590591764181,87.48578848243194,2.3989415109223096,0.05004232463190424,0.0,89.98683103943472,9.825726142581399,32.5,87.155,True,4.342693762564187e-07,1.1908069318402094e-08,6.210108373396617e-11,4.877377271466298e-08,0.0,-0.4155619276470667,0.1102693926081956,-1.2056716830581555,-1.2492594941176511,-1.2525956388947221,-1.6310989775929443,-0.7699137817647008,-0.5940370377323378,-1.1814810209176274,-0.8096967688235331,-0.4834031132176171,-1.6807160588885612,-0.23737609529412146,-0.2655297554172088,-0.27062121058130384,0.7759979523529523,1.0279255640633778,0.572740092621351,AuPd,9,19
20,3.3,vsp10_240726_Au-0.75-Zn-0.25_pp0_rep3,vsp,10.0,240726.0,Au-0.75-Zn-0.25,pp0,3,CO2R,Au-0.659-Zn-0.341,oqmd-1339474,Au-0.667-Zn-0.333,,1569.979555784794,,112.7555526900746,77.31011287442462,11.328036849387063,0.01100677019936528,0.0,88.7197025630769,11.132027057608454,37.9,82.28,True,4.442928632647034e-07,6.510100347618595e-08,1.5813679689990368e-11,6.397455638693264e-08,0.0,1.3119271020833319,0.3380795897914094,0.4700102725906662,-0.394553152222221,0.2896666226693437,-1.0436281746062839,-0.25894594763889484,0.3079844098844404,-0.862153451909805,-0.02976182222221979,0.31533071272245405,-0.7780711333666334,0.04001918666666585,0.27143712965783945,-0.5642478221515451,-0.0201181631944453,0.34889228137681444,-0.869669398693273,AuZn,6,20
21,3.3,vsp10_240726_Au-0.833-Zn-0.167_pp0_rep1,vsp,10.0,240726.0,Au-0.833-Zn-0.167,pp0,1,CO2R,Au-0.706-Zn-0.294,oqmd-346974,Au-0.7-Zn-0.3,,1581.7694311023065,,94.23577755766155,73.7229700742736,10.747223420480058,0.012722121304852155,0.0,84.49335845323908,15.506636135814855,39.0,97.53,True,3.5270283403471325e-07,5.141648735243134e-08,1.5216181044503893e-11,7.418630185323404e-08,0.0,1.6315088000000033,1.51933901000001,1.2852116916689165,-0.2248655572727306,-0.014202670000003,-0.43089040620431296,-0.14776236636363518,0.0195857100000012,-0.5285105200827792,0.07432332909091727,0.2305348700000138,-0.23261890246465677,0.21553757454545322,0.197105300000004,-0.07450996206300069,0.40947096000000466,0.5541612300000054,0.018555182945027712,AuZn,6,21
22,3.3,uoft6_240624_Au-0.833-Cd-0.167_pp0_rep2,uoft,6.0,240624.0,Au-0.833-Cd-0.167,pp0,2,CO2R,Au-0.768-Cd-0.232,mp-1264,Au-0.75-Cd-0.25,,984.1347101329393,,156.73550664696526,62.61767772326142,23.043077104608745,0.01877974292219599,0.0011658789292598771,85.95957110238054,13.860152043109794,26.5,95.6,True,5.059748532371153e-07,1.8619690125947856e-07,3.793688146214581e-11,1.1199534461897503e-07,9.420748925432792e-12,1.8815128270000003,0.19503173208572397,1.4872154116095744,-0.06246472800000474,0.14794750764955675,-0.2526857518773965,0.06526247000000043,0.18705893347073554,-0.2899435162573706,0.3142161370000068,0.23029629287156136,-0.022380490003623518,0.40641767799999684,0.25936861280928636,0.1797755342385862,0.5629462000000046,0.2165525859207148,0.18692829513709278,AuCd,10,22
23,3.3,uoft4_240405_Au-0.556-Cu-0.444_pp0_rep1,uoft,4.0,240405.0,Au-0.556-Cu-0.444,pp0,1,CO2R,Au-0.76-Cu-0.24,dcgat-agm003264508,Au-0.75-Cu-0.25,,426.55618150302803,,101.40453757570069,47.11029563059812,37.771096192768745,0.1315195504740973,1.816835700300666,86.96109936905209,13.01037109497703,29.95,93.25,True,2.4692926773973483e-07,1.9797772439682454e-07,1.7234038683751533e-10,6.819404048524557e-08,9.52296951385013e-09,1.3304268284000011,1.0844075229935657,0.9360221085873582,-0.6790015682000059,-0.6156876865232963,-0.7688817588597462,-0.2771728038000035,-0.3230956863461425,-0.4982513940160418,-0.10239009649999825,-0.12093439510836196,-0.3175085122339688,0.09337520899999614,0.11471131312028646,0.056885782008464336,0.4674978769000005,0.3655334596423291,0.18936298567489332,AuCu,7,23
24,3.3,vsp3_240718_Au-0.875-Cu-0.125_pp0_rep1,vsp,3.0,240718.0,Au-0.875-Cu-0.125,pp0,1,CO2R,Au-0.715-Cu-0.285,dcgat-agm003203429,Au-0.75-Cu-0.25,,2380.6658249676534,,91.70875161732135,61.14539627740085,28.832195485782382,0.03433187864569607,0.0,90.10870671558888,9.891079221911035,30.2,89.985,True,2.8245916948495226e-07,1.3318938934331246e-07,3.9648749208881886e-11,4.569151878018735e-08,0.0,1.1575057264705848,0.7514430699999934,0.7657295834404217,-0.5678358933333348,-0.5556663300000082,-0.7411078084716911,-0.2158572366666686,-0.0839112799999952,-0.6553374026952354,-0.01795416686274128,0.0964594000000147,-0.2645200496748482,0.10849377372548666,0.1372400200000072,-0.2459257622135076,0.5248224019607903,0.58350145,0.03227665705636149,AuCu,7,24
25,3.3,vsp3_240718_Au-1.0_pp0_rep1,vsp,3.0,240718.0,Au-1.0,pp0,1,CO2R,Au-1.0,mp-81,Au-1.0,,2392.8414481158998,,147.35746859832608,70.10488132794981,13.924142408618822,0.022853467520015283,0.005057742560903602,84.08344483675626,15.893255922925317,31.7,100.0,True,5.333879339461325e-07,1.0594083337166831e-07,4.3469739885095997e-11,1.2092269154197262e-07,3.84814695337947e-11,1.5941656281818255,1.6220524931377822,1.4398416063946677,-0.4132145172727251,-0.3820866609925335,-0.49802747196318153,-0.15201056727273315,-0.16303148569738254,-0.18095423346489334,0.06261867545454822,-0.01588583228630157,-0.05959375014156958,0.162166843636367,0.14866195146926875,0.11400043452827172,0.9063645581818182,0.8605874299687105,0.8344033929326385,Au,11,25
26,3.3,uoft5_240507_Cd-0.111-In-0.889_pp0_rep1,uoft,5.0,240507.0,Cd-0.111-In-0.889,pp0,1,CO2R,Cd-0.138-In-0.862,dcgat-agm002142203,Cd-0.125-In-0.875,,879.4980958213865,,125.09520893067616,9.8343814588504,4.890026619748874,0.011349028792794138,0.0,14.74268319869708,85.25673821093802,33.8,100.0,True,6.246520818149037e-08,3.106006535273737e-08,1.8021454861343264e-11,5.41526675928188e-07,0.0,1.660618526666667,0.13380509897464626,1.4714136733690868,0.06381197333332503,0.08843893980875,-0.0008479454027733045,0.3309742399999938,0.07674798911822069,0.23403397750987306,0.3691049966666687,0.08421381103432538,0.26593029350421565,0.5805140600000035,0.07239033220117096,0.4813554055547245,0.033942439999999366,0.0818718092385885,-0.08133106515154498,CdIn,12,26
27,3.3,uoft6_240624_Cd-0.667-Tl-0.333_pp0_rep1,uoft,6.0,240624.0,Cd-0.667-Tl-0.333,pp0,1,CO2R,Cd-0.892-Tl-0.108,dcgat-agm003266936,Cd-0.889-Tl-0.111,,1011.9320752496416,,96.60376248207606,29.038685526902626,17.241135978272172,0.11084510340754564,0.009511551495000258,46.45528395255286,53.52582796632861,37.5,90.03,True,1.4356208907164705e-07,8.523710540258388e-08,1.369996120675587e-10,2.646221598087378e-07,4.702341645835618e-11,1.71708448,0.08039500085513952,0.08039500085513952,0.03280794199999876,0.07908384339897324,0.07908384339897324,0.25019628399999755,0.051176369488825486,0.051176369488825486,0.20312434300000604,0.06389973681291027,0.06389973681291027,0.4798633960000007,0.06716425754084165,0.06716425754084165,0.08391931599999969,0.06514948380562437,0.06514948380562437,CdTl,13,27
28,3.3,uoft4_240405_Cu-0.167-Pd-0.833_pp0_rep1,uoft,4.0,240405.0,Cu-0.167-Pd-0.833,pp0,1,CO2R,Cu-0.125-Pd-0.875,oqmd-1378051,Cu-0.125-Pd-0.875,,519.8203921665547,,97.00653610924553,81.0883498336969,12.390526104147161,0.05903016302148267,0.0,93.61114259419924,6.382141013114607,26.4,100.0,True,4.0313101984645853e-07,6.159954463302305e-08,7.336716639738566e-11,3.172883676505195e-08,0.0,-1.2781118919999812,0.2121838671430689,-1.554656137186391,-1.6902521135000186,0.0654854870913527,-1.7601268457440598,-1.0813646189999815,0.22359931498592361,-1.931683809999908,-1.4297915115000137,0.12268532931317477,-1.5986282352852017,-0.390750621499987,0.05402418291076654,-0.4812708492191877,0.3568833229999967,0.16450370227909578,0.3436358781454392,CuPd,14,28
29,3.3,uoft4_240405_Cu-0.8-Pd-0.2_pp0_rep1,uoft,4.0,240405.0,Cu-0.8-Pd-0.2,pp0,1,CO2R,Cu-0.745-Pd-0.255,mp-672265,Cu-0.75-Pd-0.25,,656.2959890365206,,88.26648394201081,34.649062097850845,28.12296654816394,0.112235030974225,0.9649342013439859,66.42219500595493,33.417381464969274,27.8,81.06,True,1.5260152747825009e-07,1.2385927331452169e-07,1.23576484659723e-10,1.471769550782148e-07,4.249766779408176e-09,0.0632218053435256,0.16248519823015276,-0.2696972342393232,-1.1375240676335945,0.16320545639527498,-1.309961556426608,-0.46742774908397244,0.1774076530630349,-0.6297082972476545,-0.5468593200763389,0.08754006971201846,-0.7074378753258947,-0.23342112564884956,0.08439863460775296,-0.38895006852871333,-0.08095778610688892,0.14087995733545738,-0.20475426624708937,CuPd,14,29
30,3.3,uoft7_240716_Cu-0.833-Pd-0.167_pp0_rep1,uoft,7.0,240716.0,Cu-0.833-Pd-0.167,pp0,1,CO2R,Cu-0.865-Pd-0.135,dcgat-agm003299718,Cu-0.875-Pd-0.125,,1099.186423070358,,159.32115351789585,21.334994360956927,38.00644235350981,0.5096700926277569,9.662624721099194,71.22250143469697,28.746736194874124,27.8,91.85,True,1.7497880953947318e-07,3.117095756077564e-07,1.0450139399741327e-09,2.3576615922286767e-07,7.924795020422871e-08,0.5719920349999962,0.1734708900000043,0.17347144771035983,-0.9155407416666795,-0.6158352199999797,-0.9959885990008422,-0.2825035883333224,-0.1186515299999655,-0.4851787047757629,-0.39037162833334094,-0.5771455500000116,-0.5804330686626737,-0.13659620333334976,-0.0513487099999849,-0.21912076153377483,-0.06252855666666096,-0.0360730499999988,-0.23487506585838136,CuPd,14,30
